language,exercise,topic
fsharp,ledger,refactoring
fsharp,ledger,text_formatting
fsharp,circular-buffer,queues
fsharp,circular-buffer,records
fsharp,luhn,algorithms
fsharp,luhn,strings
fsharp,luhn,transforming
fsharp,bank-account,concurrency
fsharp,bank-account,optional_values
fsharp,markdown,parsing
fsharp,markdown,refactoring
fsharp,markdown,transforming
fsharp,run-length-encoding,algorithms
fsharp,run-length-encoding,transforming
fsharp,book-store,recursion
fsharp,spiral-matrix,algorithms
fsharp,spiral-matrix,matrices
fsharp,yacht,discriminated_unions
fsharp,yacht,games
fsharp,yacht,parsing
fsharp,tournament,parsing
fsharp,tournament,text_formatting
fsharp,word-search,optional_values
fsharp,word-search,searching
fsharp,word-search,tuples
fsharp,bowling,algorithms
fsharp,transpose,strings
fsharp,transpose,transforming
fsharp,nth-prime,math
fsharp,palindrome-products,algorithms
fsharp,palindrome-products,math
fsharp,palindrome-products,strings
fsharp,palindrome-products,tuples
fsharp,complex-numbers,math
fsharp,rational-numbers,math
fsharp,rail-fence-cipher,algorithms
fsharp,rail-fence-cipher,strings
fsharp,rail-fence-cipher,transforming
fsharp,bracket-push,parsing
fsharp,bracket-push,strings
fsharp,sublist,lists
fsharp,sublist,recursion
fsharp,change,integers
fsharp,change,recursion
fsharp,minesweeper,parsing
fsharp,minesweeper,transforming
fsharp,diffie-hellman,algorithms
fsharp,diffie-hellman,integers
fsharp,diffie-hellman,math
fsharp,diffie-hellman,transforming
fsharp,dominoes,lists
fsharp,dominoes,tuples
fsharp,rectangles,parsing
fsharp,rectangles,transforming
fsharp,wordy,parsing
fsharp,wordy,strings
fsharp,wordy,transforming
fsharp,hangman,reactive_programming
fsharp,zebra-puzzle,logic
fsharp,poker,discriminated_unions
fsharp,poker,games
fsharp,poker,parsing
fsharp,poker,sorting
fsharp,diamond,algorithms
fsharp,diamond,text_formatting
fsharp,two-bucket,logic
fsharp,connect,parsing
fsharp,connect,transforming
fsharp,say,strings
fsharp,say,text_formatting
fsharp,say,transforming
fsharp,react,classes
fsharp,react,events
fsharp,react,reactive_programming
fsharp,variable-length-quantity,algorithms
fsharp,variable-length-quantity,bitwise_operations
fsharp,go-counting,optional_values
fsharp,go-counting,parsing
fsharp,go-counting,tuples
fsharp,lens-person,lenses
fsharp,sgf-parsing,parsing
fsharp,sgf-parsing,transforming
fsharp,alphametics,maps
fsharp,alphametics,parsing
fsharp,zipper,recursion
fsharp,zipper,searching
fsharp,zipper,trees
fsharp,forth,parsing
fsharp,forth,stacks
fsharp,pov,graphs
fsharp,pov,recursion
fsharp,pov,searching
lua,hello-world,control_flow_if_statements
lua,hello-world,optional_values
lua,hello-world,text_formatting
lua,hamming,control_flow_loops
lua,hamming,strings
lua,house,control_flow_loops
lua,house,strings
lua,house,text_formatting
lua,raindrops,control_flow_if_else_statements
lua,raindrops,strings
lua,bob,control_flow_if_else_statements
lua,bob,strings
lua,difference-of-squares,math
lua,variable-length-quantity,arrays
lua,variable-length-quantity,bitwise_operations
lua,variable-length-quantity,control_flow_if_else_statements
lua,variable-length-quantity,control_flow_loops
lua,anagram,algorithms
lua,anagram,control_flow_if_else_statements
lua,anagram,control_flow_loops
lua,anagram,strings
lua,octal,bitwise_operations
lua,octal,control_flow_if_else_statements
lua,octal,control_flow_loops
lua,octal,math
lua,octal,strings
lua,binary-search,algorithms
lua,binary-search,arrays
lua,binary-search,control_flow_if_else_statements
lua,binary-search,control_flow_loops
lua,binary-search,searching
lua,bracket-push,algorithms
lua,bracket-push,control_flow_if_else_statements
lua,bracket-push,control_flow_loops
lua,bracket-push,stacks
lua,bracket-push,strings
lua,flatten-array,algorithms
lua,flatten-array,arrays
lua,flatten-array,control_flow_if_else_statements
lua,flatten-array,control_flow_loops
lua,flatten-array,recursion
lua,word-count,control_flow_loops
lua,word-count,strings
lua,pangram,control_flow_if_else_statements
lua,pangram,control_flow_loops
lua,pangram,strings
lua,matrix,arrays
lua,matrix,control_flow_loops
lua,matrix,matrices
lua,beer-song,control_flow_if_else_statements
lua,beer-song,control_flow_loops
lua,beer-song,strings
lua,beer-song,text_formatting
lua,isogram,control_flow_if_else_statements
lua,isogram,control_flow_loops
lua,isogram,strings
lua,perfect-numbers,control_flow_if_else_statements
lua,perfect-numbers,control_flow_loops
lua,perfect-numbers,math
lua,etl,control_flow_loops
lua,etl,transforming
lua,nucleotide-count,control_flow_loops
lua,nucleotide-count,exception_handling
lua,nucleotide-count,strings
lua,food-chain,control_flow_if_else_statements
lua,food-chain,control_flow_loops
lua,food-chain,strings
lua,sum-of-multiples,control_flow_if_else_statements
lua,sum-of-multiples,control_flow_loops
lua,sum-of-multiples,math
lua,rna-transcription,control_flow_loops
lua,rna-transcription,strings
lua,rna-transcription,transforming
lua,phone-number,control_flow_if_else_statements
lua,phone-number,strings
lua,phone-number,text_formatting
lua,bank-account,classes
lua,bank-account,control_flow_if_else_statements
lua,protein-translation,control_flow_if_else_statements
lua,protein-translation,control_flow_loops
lua,protein-translation,exception_handling
lua,protein-translation,strings
lua,grade-school,classes
lua,grade-school,control_flow_if_else_statements
lua,nth-prime,control_flow_if_else_statements
lua,nth-prime,control_flow_loops
lua,nth-prime,exception_handling
lua,nth-prime,math
lua,diamond,algorithms
lua,diamond,control_flow_loops
lua,diamond,strings
lua,diamond,text_formatting
lua,run-length-encoding,algorithms
lua,run-length-encoding,control_flow_if_else_statements
lua,run-length-encoding,control_flow_loops
lua,run-length-encoding,strings
lua,run-length-encoding,text_formatting
lua,sublist,arrays
lua,sublist,control_flow_if_else_statements
lua,sublist,control_flow_loops
lua,robot-name,randomness
lua,robot-name,strings
lua,robot-name,text_formatting
lua,robot-simulator,classes
lua,robot-simulator,exception_handling
lua,robot-simulator,strings
lua,pythagorean-triplet,control_flow_if_else_statements
lua,pythagorean-triplet,control_flow_loops
lua,pythagorean-triplet,math
lua,leap,control_flow_if_else_statements
lua,leap,logic
lua,space-age,classes
lua,pascals-triangle,control_flow_loops
lua,pascals-triangle,math
lua,sieve,control_flow_if_else_statements
lua,sieve,control_flow_loops
lua,sieve,math
lua,grains,control_flow_loops
lua,kindergarten-garden,control_flow_if_else_statements
lua,kindergarten-garden,control_flow_loops
lua,kindergarten-garden,strings
lua,custom-set,classes
lua,custom-set,control_flow_if_else_statements
lua,custom-set,control_flow_loops
lua,custom-set,sets
lua,gigasecond,time
lua,word-search,control_flow_if_else_statements
lua,word-search,control_flow_loops
lua,word-search,strings
lua,luhn,control_flow_if_else_statements
lua,luhn,control_flow_loops
lua,luhn,strings
lua,triangle,control_flow_if_else_statements
lua,triangle,exception_handling
lua,clock,classes
lua,series,arrays
lua,series,control_flow_loops
lua,series,coroutines
lua,linked-list,classes
lua,linked-list,control_flow_if_else_statements
lua,linked-list,control_flow_loops
lua,ocr-numbers,control_flow_loops
lua,ocr-numbers,strings
lua,pig-latin,control_flow_if_else_statements
lua,pig-latin,control_flow_loops
lua,pig-latin,strings
lua,pig-latin,text_formatting
lua,minesweeper,arrays
lua,minesweeper,control_flow_if_else_statements
lua,minesweeper,control_flow_loops
lua,minesweeper,exception_handling
lua,minesweeper,strings
lua,crypto-square,control_flow_loops
lua,crypto-square,strings
lua,crypto-square,text_formatting
lua,list-ops,arrays
lua,list-ops,control_flow_loops
lua,list-ops,filtering
lua,meetup,control_flow_if_statements
lua,meetup,control_flow_loops
lua,meetup,time
lua,atbash-cipher,control_flow_loops
lua,atbash-cipher,strings
lua,atbash-cipher,text_formatting
lua,scrabble-score,control_flow_loops
lua,scrabble-score,strings
lua,largest-series-product,control_flow_loops
lua,largest-series-product,exception_handling
lua,largest-series-product,math
lua,rail-fence-cipher,control_flow_if_else_statements
lua,rail-fence-cipher,control_flow_loops
lua,rail-fence-cipher,strings
lua,rail-fence-cipher,text_formatting
lua,roman-numerals,control_flow_loops
lua,roman-numerals,strings
lua,roman-numerals,text_formatting
lua,transpose,algorithms
lua,transpose,control_flow_loops
lua,transpose,strings
lua,tournament,arrays
lua,tournament,control_flow_loops
lua,tournament,strings
lua,tournament,text_formatting
lua,tournament,text_parsing
lua,circular-buffer,classes
lua,circular-buffer,control_flow_if_else_statements
lua,circular-buffer,exception_handling
lua,binary-search-tree,algorithms
lua,binary-search-tree,coroutines
lua,binary-search-tree,exception_handling
lua,binary-search-tree,recursion
lua,binary-search-tree,searching
lua,binary-search-tree,trees
lua,bowling,algorithms
lua,bowling,control_flow_if_else_statements
lua,bowling,exception_handling
lua,binary,bitwise_operations
lua,binary,control_flow_if_else_statements
lua,binary,control_flow_loops
lua,binary,math
lua,binary,strings
lua,alphametics,algorithms
lua,alphametics,control_flow_if_else_statements
lua,alphametics,control_flow_loops
lua,alphametics,performance
lua,alphametics,strings
lua,prime-factors,control_flow_if_else_statements
lua,prime-factors,control_flow_loops
lua,prime-factors,math
lua,acronym,control_flow_loops
lua,acronym,strings
lua,all-your-base,arrays
lua,all-your-base,control_flow_loops
lua,all-your-base,math
lua,rectangles,algorithms
lua,rectangles,control_flow_if_else_statements
lua,rectangles,control_flow_loops
lua,rectangles,performance
lua,rectangles,strings
lua,allergies,bitwise_operations
lua,allergies,control_flow_if_else_statements
lua,allergies,control_flow_loops
lua,say,control_flow_loops
lua,say,strings
lua,say,text_formatting
lua,pov,algorithms
lua,pov,control_flow_if_else_statements
lua,pov,control_flow_loops
lua,pov,exception_handling
lua,pov,graphs
lua,change,control_flow_if_else_statements
lua,change,control_flow_loops
lua,secret-handshake,arrays
lua,secret-handshake,bitwise_operations
lua,secret-handshake,control_flow_if_else_statements
lua,react,control_flow_if_else_statements
lua,react,control_flow_loops
lua,react,functions
lua,react,graphs
lua,collatz-conjecture,control_flow_if_else_statements
lua,collatz-conjecture,control_flow_loops
lua,collatz-conjecture,math
lua,isbn-verifier,control_flow_loops
lua,isbn-verifier,strings
lua,reverse-string,arrays
lua,reverse-string,strings
swift,hello-world,optional_values
swift,hello-world,text_formatting
swift,two-fer,optional_values
swift,two-fer,text_formatting
swift,leap,integers
swift,gigasecond,dates
swift,difference-of-squares,integers
swift,difference-of-squares,math
swift,rna-transcription,strings
swift,rna-transcription,transforming
swift,sum-of-multiples,lists
swift,sum-of-multiples,math
swift,sum-of-multiples,transforming
swift,space-age,discriminated_unions
swift,space-age,floating_point_numbers
swift,bob,control_flow_if_else_statements
swift,bob,strings
swift,grains,integers
swift,hamming,filtering
swift,hamming,strings
swift,nucleotide-count,maps
swift,nucleotide-count,strings
swift,accumulate,recursion
swift,accumulate,transforming
swift,raindrops,filtering
swift,raindrops,text_formatting
swift,grade-school,maps
swift,grade-school,sorting
swift,etl,maps
swift,etl,transforming
swift,isogram,filtering
swift,isogram,strings
swift,list-ops,conditionals
swift,list-ops,filtering
swift,list-ops,functional_programming
swift,list-ops,lists
swift,list-ops,loops
swift,list-ops,searching
swift,list-ops,variables
swift,clock,structural_equality
swift,clock,time
swift,triangle,discriminated_unions
swift,triangle,integers
swift,robot-name,randomness
swift,robot-name,strings
swift,scrabble-score,transforming
swift,kindergarten-garden,enumerations
swift,kindergarten-garden,parsing
swift,queen-attack,tuples
swift,strain,filtering
swift,strain,sequences
swift,sieve,filtering
swift,sieve,math
swift,phone-number,parsing
swift,phone-number,transforming
swift,perfect-numbers,discriminated_unions
swift,perfect-numbers,integers
swift,perfect-numbers,math
swift,robot-simulator,records
swift,robot-simulator,tuples
swift,binary-search,lists
swift,binary-search,searching
swift,flatten-array,lists
swift,flatten-array,looping
swift,flatten-array,searching
swift,sublist,lists
