exercise,language,topic
palindrome-products,scala,algorithms
palindrome-products,scala,math
palindrome-products,scala,optional_values
palindrome-products,scala,sets
palindrome-products,scala,strings
palindrome-products,scala,tuples
ocr-numbers,scala,lists
ocr-numbers,scala,parsing
ocr-numbers,scala,pattern_recognition
ocr-numbers,scala,strings
ocr-numbers,scala,transforming
pig-latin,scala,strings
pig-latin,scala,transforming
binary-search-tree,scala,generics
binary-search-tree,scala,lists
binary-search-tree,scala,searching
binary-search-tree,scala,trees
rail-fence-cipher,scala,algorithms
rail-fence-cipher,scala,strings
rail-fence-cipher,scala,transforming
bowling,scala,algorithms
bowling,scala,control_flow_if_else_statements
bowling,scala,lists
dominoes,scala,games
dominoes,scala,lists
dominoes,scala,optional_values
dominoes,scala,tuples
sublist,scala,enumerations
sublist,scala,generics
sublist,scala,lists
minesweeper,scala,lists
minesweeper,scala,parsing
minesweeper,scala,strings
minesweeper,scala,transforming
wordy,scala,optional_values
wordy,scala,parsing
wordy,scala,strings
wordy,scala,transforming
change,scala,integers
change,scala,lists
change,scala,optional_values
connect,scala,algorithms
connect,scala,games
connect,scala,graphs
connect,scala,optional_values
connect,scala,recursion
connect,scala,searching
zebra-puzzle,scala,logic
say,scala,optional_values
say,scala,strings
say,scala,text_formatting
say,scala,transforming
alphametics,scala,maps
alphametics,scala,optional_values
alphametics,scala,parsing
alphametics,scala,strings
sgf-parsing,scala,parsing
sgf-parsing,scala,transforming
variable-length-quantity,scala,algorithms
variable-length-quantity,scala,bitwise_operations
variable-length-quantity,scala,discriminated_unions
variable-length-quantity,scala,lists
zipper,scala,generics
zipper,scala,optional_values
zipper,scala,trees
forth,scala,parsing
forth,scala,strings
diamond,scala,lists
diamond,scala,strings
diamond,scala,text_formatting
complex-numbers,scala,math
rotational-cipher,scala,math
rotational-cipher,scala,security
rotational-cipher,scala,strings
rotational-cipher,scala,transforming
hello-world,erlang,strings
leap,erlang,control_flow_conditionals
leap,erlang,logic
accumulate,erlang,lists
collatz-conjecture,erlang,control_flow_conditionals
collatz-conjecture,erlang,math
collatz-conjecture,erlang,pattern_matching
raindrops,erlang,control_flow_conditionals
raindrops,erlang,pattern_matching
raindrops,erlang,strings
rna-transcription,erlang,control_flow_conditionals
rna-transcription,erlang,pattern_matching
rna-transcription,erlang,strings
bob,erlang,pattern_matching
bob,erlang,strings
strain,erlang,control_flow_conditionals
strain,erlang,lists
hamming,erlang,strings
space-age,erlang,time
secret-handshake,erlang,control_flow_conditionals
secret-handshake,erlang,pattern_matching
secret-handshake,erlang,strings
grains,erlang,bitwise_operations
grains,erlang,pattern_matching
isogram,erlang,control_flow_conditionals
isogram,erlang,pattern_matching
isogram,erlang,strings
pangram,erlang,control_flow_conditionals
pangram,erlang,control_flow_recursion
pangram,erlang,strings
nucleotide-count,erlang,parsing
nucleotide-count,erlang,strings
difference-of-squares,erlang,control_flow_recursion
difference-of-squares,erlang,math
difference-of-squares,erlang,pattern_matching
triangle,erlang,control_flow_conditionals
sum-of-multiples,erlang,math
perfect-numbers,erlang,integers
perfect-numbers,erlang,math
armstrong-numbers,erlang,integers
armstrong-numbers,erlang,math
anagram,erlang,filtering
anagram,erlang,lists
anagram,erlang,strings
atbash-cipher,erlang,algorithms
atbash-cipher,erlang,strings
phone-number,erlang,parsing
phone-number,erlang,strings
isbn-verifier,erlang,algorithms
gigasecond,erlang,dates
scrabble-score,erlang,pattern_matching
scrabble-score,erlang,strings
two-fer,erlang,strings
run-length-encoding,erlang,strings
protein-translation,erlang,control_flow_conditionals
protein-translation,erlang,pattern_matching
protein-translation,erlang,strings
robot-simulator,erlang,algorithms
robot-simulator,erlang,control_flow_conditionals
robot-simulator,erlang,control_flow_recursion
grade-school,erlang,pattern_matching
word-count,erlang,lists
word-count,erlang,maps
word-count,erlang,strings
clock,erlang,control_flow_conditionals
clock,erlang,time
allergies,erlang,algorithms
allergies,erlang,bitwise_operations
all-your-base,erlang,math
series,erlang,strings
parallel-letter-frequency,erlang,pattern_matching
parallel-letter-frequency,erlang,strings
roman-numerals,erlang,pattern_matching
roman-numerals,erlang,strings
sieve,erlang,filtering
sieve,erlang,math
largest-series-product,erlang,math
largest-series-product,erlang,strings
complex-numbers,erlang,math
complex-numbers,erlang,parsing
complex-numbers,erlang,strings
rotational-cipher,erlang,algorithms
rotational-cipher,erlang,strings
change,erlang,algorithms
variable-length-quantity,erlang,bitwise_operations
variable-length-quantity,erlang,integers
variable-length-quantity,erlang,transforming
etl,erlang,algorithms
etl,erlang,maps
etl,erlang,strings
bank-account,erlang,algorithms
bank-account,erlang,functions
bank-account,erlang,pattern_matching
luhn,erlang,algorithms
custom-set,erlang,types
meetup,erlang,control_flow_conditionals
meetup,erlang,dates
crypto-square,erlang,cryptography
crypto-square,erlang,strings
rail-fence-cipher,erlang,cryptography
rail-fence-cipher,erlang,strings
pascals-triangle,erlang,math
pascals-triangle,erlang,pattern_matching
pascals-triangle,erlang,strings
palindrome-products,erlang,algorithms
palindrome-products,erlang,math
palindrome-products,erlang,performance
circular-buffer,erlang,algorithms
circular-buffer,erlang,types
minesweeper,erlang,lists
minesweeper,erlang,parsing
minesweeper,erlang,strings
minesweeper,erlang,transforming
beer-song,erlang,strings
beer-song,erlang,text_formatting
dominoes,erlang,algorithms
zipper,erlang,algorithms
zipper,erlang,control_flow_recursion
zipper,erlang,types
spiral-matrix,erlang,algorithms
connect,erlang,algorithms
connect,erlang,games
connect,erlang,parsing
hello-world,common-lisp,strings
acronym,common-lisp,strings
acronym,common-lisp,transforming
hamming,common-lisp,control_flow_conditionals
hamming,common-lisp,control_flow_loops
hamming,common-lisp,equality
hamming,common-lisp,filtering
hamming,common-lisp,strings
sublist,common-lisp,lists
leap,common-lisp,control_flow_conditionals
leap,common-lisp,equality
leap,common-lisp,integers
leap,common-lisp,logic
grains,common-lisp,integers
grains,common-lisp,variables
gigasecond,common-lisp,date
gigasecond,common-lisp,integers
gigasecond,common-lisp,time
gigasecond,common-lisp,transforming
gigasecond,common-lisp,variables
bob,common-lisp,control_flow_conditionals
bob,common-lisp,parsing
bob,common-lisp,strings
rna-transcription,common-lisp,control_flow_conditionals
rna-transcription,common-lisp,strings
rna-transcription,common-lisp,transforming
robot-name,common-lisp,randomness
robot-name,common-lisp,strings
robot-name,common-lisp,variables
word-count,common-lisp,control_flow_conditionals
word-count,common-lisp,control_flow_loops
word-count,common-lisp,filtering
word-count,common-lisp,strings
raindrops,common-lisp,control_flow_conditionals
raindrops,common-lisp,filtering
raindrops,common-lisp,integers
grade-school,common-lisp,interfaces
grade-school,common-lisp,lists
grade-school,common-lisp,maps
grade-school,common-lisp,sorting
grade-school,common-lisp,variables
phone-number,common-lisp,interfaces
phone-number,common-lisp,parsing
phone-number,common-lisp,strings
etl,common-lisp,control_flow_loops
etl,common-lisp,maps
etl,common-lisp,transforming
beer-song,common-lisp,control_flow_conditionals
beer-song,common-lisp,control_flow_loops
beer-song,common-lisp,integers
beer-song,common-lisp,text_formatting
space-age,common-lisp,floating_point_numbers
space-age,common-lisp,interfaces
space-age,common-lisp,transforming
anagram,common-lisp,equality
anagram,common-lisp,filtering
anagram,common-lisp,strings
nucleotide-count,common-lisp,control_flow_loops
nucleotide-count,common-lisp,maps
nucleotide-count,common-lisp,sorting
nucleotide-count,common-lisp,strings
collatz-conjecture,common-lisp,integer
collatz-conjecture,common-lisp,math
collatz-conjecture,common-lisp,recursivity
perfect-numbers,common-lisp,math
perfect-numbers,common-lisp,number_theory
isogram,common-lisp,strings
meetup,common-lisp,control_flow_conditionals
meetup,common-lisp,dates
meetup,common-lisp,filtering
triangle,common-lisp,control_flow_conditionals
triangle,common-lisp,filtering
triangle,common-lisp,floating_point_numbers
triangle,common-lisp,integers
difference-of-squares,common-lisp,control_flow_loops
difference-of-squares,common-lisp,floating_point_numbers
difference-of-squares,common-lisp,integers
difference-of-squares,common-lisp,math
roman-numerals,common-lisp,control_flow_conditionals
roman-numerals,common-lisp,control_flow_loops
roman-numerals,common-lisp,integers
roman-numerals,common-lisp,strings
roman-numerals,common-lisp,text_formatting
scrabble-score,common-lisp,control_flow_loops
scrabble-score,common-lisp,games
scrabble-score,common-lisp,maps
scrabble-score,common-lisp,strings
binary,common-lisp,bitwise_operations
binary,common-lisp,control_flow_conditionals
binary,common-lisp,integers
binary,common-lisp,math
allergies,common-lisp,bitwise_operations
allergies,common-lisp,control_flow_conditionals
allergies,common-lisp,integers
allergies,common-lisp,text_formatting
sieve,common-lisp,control_flow_conditionals
sieve,common-lisp,control_flow_loops
sieve,common-lisp,filtering
sieve,common-lisp,integers
sieve,common-lisp,maps
sieve,common-lisp,math
strain,common-lisp,control_flow_conditionals
strain,common-lisp,control_flow_loops
strain,common-lisp,filtering
strain,common-lisp,sequences
atbash-cipher,common-lisp,control_flow_conditionals
atbash-cipher,common-lisp,control_flow_loops
atbash-cipher,common-lisp,sequences
atbash-cipher,common-lisp,transforming
prime-factors,common-lisp,control_flow_conditionals
prime-factors,common-lisp,control_flow_loops
prime-factors,common-lisp,filtering
prime-factors,common-lisp,integers
prime-factors,common-lisp,maps
prime-factors,common-lisp,math
crypto-square,common-lisp,arrays
crypto-square,common-lisp,control_flow_conditionals
crypto-square,common-lisp,control_flow_loops
crypto-square,common-lisp,strings
crypto-square,common-lisp,transforming
trinary,common-lisp,control_flow_conditionals
trinary,common-lisp,integers
trinary,common-lisp,math
pascals-triangle,common-lisp,control_flow_loops
pascals-triangle,common-lisp,integers
pascals-triangle,common-lisp,math
pascals-triangle,common-lisp,sequences
hello-world,php,optional_values
hello-world,php,text_formatting
hamming,php,filtering
hamming,php,strings
gigasecond,php,dates
bob,php,control_flow_if_else_statements
bob,php,strings
run-length-encoding,php,algorithms
run-length-encoding,php,strings
run-length-encoding,php,text_formatting
pangram,php,strings
rna-transcription,php,strings
rna-transcription,php,transforming
raindrops,php,filtering
raindrops,php,text_formatting
isogram,php,filtering
isogram,php,strings
difference-of-squares,php,integers
difference-of-squares,php,math
largest-series-product,php,integers
largest-series-product,php,math
largest-series-product,php,strings
largest-series-product,php,transforming
roman-numerals,php,control_flow_loops
roman-numerals,php,transforming
sieve,php,filtering
sieve,php,math
pig-latin,php,strings
pig-latin,php,transforming
robot-name,php,classes
robot-name,php,randomness
robot-name,php,strings
leap,php,integers
word-count,php,dictionaries
word-count,php,strings
word-count,php,transforming
anagram,php,filtering
anagram,php,strings
trinary,php,math
bowling,php,algorithms
bowling,php,control_flow_loops
clock,php,structural_equality
clock,php,time
wordy,php,parsing
wordy,php,strings
wordy,php,transforming
minesweeper,php,parsing
minesweeper,php,transforming
change,php,arrays
change,php,integers
phone-number,php,parsing
phone-number,php,transforming
beer-song,php,algorithms
beer-song,php,text_formatting
atbash-cipher,php,algorithms
atbash-cipher,php,strings
atbash-cipher,php,transforming
bracket-push,php,parsing
bracket-push,php,strings
binary,php,math
accumulate,php,extension_methods
accumulate,php,sequences
accumulate,php,transforming
variable-length-quantity,php,algorithms
variable-length-quantity,php,bitwise_operations
acronym,php,strings
acronym,php,transforming
nucleotide-count,php,dictionaries
nucleotide-count,php,strings
triangle,php,enumerations
triangle,php,integers
etl,php,dictionaries
etl,php,lists
etl,php,transforming
space-age,php,floating_point_numbers
allergies,php,bitwise_operations
